-,-,-,-,-,-,-,-,habitante,habitante,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,habitante,1.000 m³/ano,1.000 m³/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano
cod_munip,nome_munip,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,"amostra_turbidez_irregular",amostra_coliformes,amostra_coliformes_irregular
313080,Ibirité,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,184.030,151.870,"14.218,91","11.375,13","2.843,78","14.218,91",123.840,"4.336,62","2.918,59",23.641,1,23.625,3,1.455,16
313090,Ibitiúra de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.497,2.396,"232,72","232,72",0,"232,72",,,,3.818,1,3.786,522,113,2
313100,Ibituruna,31300011,Prefeitura Municipal de Ibituruna,PMI,Local,Administração pública direta,Água e Esgoto,3.003,2.604,"136,98",0,0,0,2.604,"94,98",0,504,11,504,0,240,4
313110,Icaraí de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.200,3.289,"175,41",0,"175,41","175,41",1.457,"44,79","44,79",965,0,771,4,263,14
313115,Igarapé,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,44.561,37.003,"4.187,69","4.187,69",0,"4.187,69",18.117,"947,84",0,4.951,1,4.943,5,582,10
313120,Igaratinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.146,6.302,"357,58",0,"357,58","357,58",,,,2.457,0,2.457,1,169,0
313130,Iguatama,31303012,Serviço Autônomo de Água e Esgoto de Iguatama,SAAE,Local,Autarquia,Água e Esgoto,7.901,7.001,"1.058,50",0,"1.058,50",0,5.745,"299,95",0,1.499,7,520,8,520,0
313150,Ijaci,31304011,Prefeitura Municipal de Ijaci,PMI,Local,Administração pública direta,Água e Esgoto,6.667,6.667,360,0,360,0,6.667,350,300,0,0,0,0,0,0
313160,Ilicínea,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.511,9.641,"681,21","227,07","454,14","681,21",,,,4.569,0,4.538,0,256,1
313170,Imbé de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.976,2.127,"113,57","113,57",0,"113,57",,,,2.057,1,2.058,7,97,1
313180,Inconfidentes,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.387,3.917,"328,66","328,66",0,"328,66",,,,7.842,2,7.838,5,116,0
313190,Indaiabira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.328,2.778,"144,19",0,"144,19","144,19",1.023,"32,69","32,69",1.480,0,1.479,0,266,1
313200,Indianópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.009,4.460,"319,23","159,62","159,61","319,23",,,,3.632,3,3.631,2,152,0
313210,Ingaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.785,1.610,"123,9","123,9",0,"123,9",,,,2.774,0,2.766,0,151,0
313220,Inhapim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,24.020,11.013,"798,38","798,38",0,"798,38",6.698,"267,65",0,3.157,28,3.157,73,329,16
313230,Inhaúma,31310011,Prefeitura Municipal de Inhauma,PMI,Local,Administração pública direta,Água e Esgoto,6.352,6.352,720,0,720,0,1.536,"87,34","87,34",900,0,84,3,60,12
313240,Inimutaba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.605,5.230,"457,37",0,"457,37","457,37",,,,669,0,669,1,181,2
313250,Ipaba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,18.926,14.019,"857,64","797,4","60,24","857,64",,,,3.371,40,3.287,48,410,2
313260,Ipanema,31312011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,20.133,15.734,"1.513,00","1.513,00",0,"1.513,00",15.419,973,0,4.745,0,4.745,0,276,0
313280,Ipatinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,267.333,227.331,"19.589,59","19.589,59",0,"19.589,59",246.483,"9.091,08","9.091,08",3.412,0,3.141,3,2.010,6
313290,Ipuiúna,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.156,7.248,"428,05","214,03","214,02","428,05",5.562,"218,97",0,4.261,1,4.246,4,293,0
313300,Iraí de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.067,5.147,"434,27","144,76","289,51","434,27",,,,3.947,0,4.010,1,173,0
313310,Itabira,31317011,Serviço Autônomo de Água e Esgoto de Itabira,SAAE-Itabira,Local,Autarquia,Água e Esgoto,121.717,117.945,"9.187,21","5.505,81","3.681,40","30,37",112.293,"5.245,34","3.198,10",26.879,211,19.560,3.734,3.248,27
313320,Itabirinha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,11.637,6.972,"346,05","346,05",0,"346,05",5.771,"191,52",0,4.123,2,4.108,51,164,0
313340,Itabirito,31319011,SERVIÇO AUTÔNOMO SANEAMENTO BÁSICO,SAAE,Local,Autarquia,Água e Esgoto,52.996,51.930,"6.195,24","4.694,68","1.500,56","4.782,34",45.262,"3.501,38","3.052,34",720,16,724,1,800,6
313350,Itacambira,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água,5.447,1.438,"78,22","78,22",0,"78,22",,,,3.909,0,3.909,0,208,0
313360,Itacarambi,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,18.175,12.244,"722,79","722,79",0,"722,79",5.691,"194,3","194,3",3.436,0,3.436,0,282,1
313370,Itaguara,31322011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,13.510,13.505,876,841,35,876,13.500,613,"490,4",4.861,7,4.861,12,736,3
313375,Itaipé,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,12.910,5.740,"305,81","253,1","52,7","250,01",4.766,"173,86","173,86",2.660,15,2.731,0,617,1
313380,Itajubá,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,97.782,81.864,"6.297,29","6.173,92","123,37","6.297,29",76.105,"3.599,93","3.599,93",6.022,2,6.005,0,874,6
313390,Itamarandiba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,35.130,22.354,"1.351,33","1.351,33",0,"1.351,33",18.928,"599,56","81,08",5.135,1,5.160,7,563,1
313410,Itamarati de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.395,3.256,"253,92","84,64","169,28","253,92",,,,2.960,2,2.967,4,135,3
313420,Itambé do Mato Dentro,31328011,Prefeitura Municipal de Itambé do Mato Dentro,PMIMD,Local,Administração pública direta,Água e Esgoto,2.032,950,85,0,0,0,950,85,65,1,1,1,1,1,1
313430,Itamogi,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.122,7.448,"593,88","593,88",0,"593,88",,,,4.587,0,4.565,0,213,0
313440,Itamonte,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,15.844,10.565,"955,28","955,28",0,"955,28",,,,4.725,0,4.709,0,282,0
313450,Itanhandu,31331011,Prefeitura Municipal de Itanhandu,PMI,Local,Administração pública direta,Água e Esgoto,15.511,15.423,"1.734,48","1.734,48",0,0,15.423,"1.361,56","13,61",4.668,8,4.668,49,360,6
313460,Itanhomi,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.259,8.198,"786,59","786,59",0,"786,59",,,,8.279,32,8.277,185,378,0
313470,Itaobim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,20.997,14.555,"1.006,86","1.006,86",0,"1.006,86",7.105,"302,75","302,75",4.608,0,4.606,1,313,0
313500,Itapagipe,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,15.511,10.527,"885,55","885,55",0,"885,55",,,,5.150,0,5.150,0,283,0
313505,Itapecerica,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,21.760,15.830,"1.012,31",684,"328,31","1.012,31",12.304,"469,8","469,8",4.151,0,4.094,0,871,3
313510,Itapeva,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.976,5.008,"540,83","540,83",0,"540,83",4.121,"220,63",0,3.942,0,3.945,2,160,3
313520,Itatiaiuçu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.354,6.880,"856,28","681,05","175,23","856,28",,,,8.738,2,8.739,0,342,13
313530,Itaú de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,16.286,15.428,"1.209,98","1.209,98",0,"1.209,98",,,,8.968,0,8.931,0,370,0
313535,Itaúna,31338011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,94.455,94.316,"11.047,04","10.532,22","514,81","10.532,22",90.286,"5.929,62",0,11.893,809,10.954,233,4.746,192
313540,Itaverava,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.321,1.627,"140,63","140,63",0,"140,63",,,,2.248,0,2.257,0,107,0
313545,Itinga,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,15.053,8.072,"688,66","688,66",0,"505,27",5.114,"187,08","187,08",7.884,0,4.875,11,428,0
313550,Itueta,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.074,3.380,"238,69","238,69",0,"238,69",,,,4.344,0,4.346,0,190,0
313560,Ituiutaba,31342011,Superintendência de Água e Esgotos de Ituiutaba,SAE,Local,Autarquia,Água e Esgoto,105.818,101.412,"10.788,78","10.788,78",0,"10.788,78",101.412,"5.238,32","5.238,32",9.812,0,9.708,0,1.210,0
313570,Itumirim,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.978,4.761,"365,71","315,01","50,7","365,71",,,,5.849,0,5.825,60,466,0
313580,Iturama,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,40.101,33.748,"2.664,49","2.498,59","165,9","2.664,49",32.492,"1.382,37","1.382,37",4.972,0,4.960,0,645,0
313590,Itutinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.749,2.598,"240,84","240,84",0,"240,84",,,,3.671,0,3.665,0,155,0
313600,Jaboticatubas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,20.683,12.251,"617,32","305,1","312,22","617,32",8.030,"223,69","223,69",12.323,0,12.324,1,546,0
313610,Jacinto,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.320,6.622,"468,17","468,17",0,"468,17",4.376,"196,97",0,2.421,0,2.419,0,150,1
313630,Jacuí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.695,4.757,"355,61",0,"355,61","355,61",,,,527,1,513,0,162,0
313640,Jaguaraçu,31350011,Prefeitura Municipal de Jáguaraçu,PMJ,Local,Administração pública direta,Água e Esgoto,3.151,2.238,648,648,0,0,2.238,394,394,18.125,5,18.125,8,120,0
313650,Jaíba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,39.850,19.920,"1.259,29","1.259,29",0,"1.259,29",7.214,"277,19","277,19",3.117,21,3.106,0,454,0
313652,Janaúba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,72.374,64.246,"4.007,75","3.895,36","112,39","4.007,75",17.569,"671,28","671,28",5.486,1,5.326,4,1.235,0
313655,Januária,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,67.958,40.497,"2.872,66","2.779,45","93,21","2.872,66",10.201,"413,32","413,32",12.530,4,12.560,116,1.258,9
313657,Japaraíba,31353011,Prefeitura Municipal de Japaraíba,PMJ,Local,Administração pública direta,Água e Esgoto,4.418,4.418,"328,83",0,"328,83",0,2.860,"328,83","328,83",1.751,38,492,12,492,26
313665,Japonvar,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.991,2.651,"169,95",0,"169,95","169,95",,,,501,0,501,0,134,0
313670,Jeceaba,31354011,Prefeitura Municipal de Jeceaba,PMJ,Local,Administração pública direta,Água e Esgoto,4.795,4.794,754,458,0,0,3.075,"250,63",0,3.557,0,3.557,0,180,0
313680,Jenipapo de Minas,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,7.781,3.926,"272,17","247,71","24,46","272,17",2.272,"102,01","102,01",4.444,0,4.444,16,521,0
313690,Jequeri,31355011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Autarquia,Água e Esgoto,12.246,6.951,600,585,0,585,6.951,530,0,4.510,2,4.510,2,120,0
313695,Jequitaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.407,4.514,"375,38","375,38",0,"375,38",,,,6.315,0,6.315,4,145,1
313700,Jequitibá,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.203,1.866,"276,15",0,"276,15","276,15",,,,999,0,981,2,108,0
313710,Jequitinhonha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,25.555,14.823,"812,8","812,8",0,"812,8",11.698,"418,04","418,04",5.105,0,5.103,0,328,0
313730,Jesuânia,31359011,Prefeitura Municipal de Jesuania,PMJ,Local,Administração pública direta,Água e Esgoto,4.774,3.102,300,300,0,0,3.102,250,0,4.380,43,4.380,20,48,0
313740,Joaíma,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,15.476,8.547,"470,6","470,6",0,"470,6",7.081,"267,42","267,42",5.284,0,5.095,0,184,0
313753,Joanésia,31361011,Prefeitura Municipal de Joanésia,PMJ,Local,Administração pública direta,Água e Esgoto,4.382,2.400,"87,75","87,75",0,0,1.666,"87,75",0,2.090,21,2.734,2,48,2
313760,João Monlevade,31362011,Departamento Municipal de Águas e Esgotos,DAE,Local,Autarquia,Água e Esgoto,80.903,80.903,"7.208,64","7.181,18","27,46","7.181,18",80.903,"3.860,92",0,5.808,0,5.808,0,2.039,2
313770,João Pinheiro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,47.990,34.906,"2.562,88","2.562,88",0,"2.562,88",32.894,"1.414,12","1.379,72",5.384,0,5.382,47,654,0
313780,Joaquim Felício,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.757,2.401,"180,24","180,24",0,"180,24",,,,527,0,523,0,161,0
313790,Jordânia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.872,6.770,"412,93","412,93",0,"412,93",,,,2.479,0,2.465,0,165,0
313800,José Gonçalves de Minas,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,4.474,1.479,"86,4","86,4",0,"86,4",1.163,"39,14","39,14",2.160,0,2.260,0,200,0
313810,José Raydan,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.104,1.754,"136,95",0,"136,95","136,95",,,,434,0,433,121,183,0
313820,Josenópolis,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,4.911,2.534,"131,65","131,65",0,"131,65",1.424,"46,43","46,43",1.514,0,1.518,2,203,1
313830,Juatuba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,27.823,24.812,"4.145,21","4.145,21",0,"4.145,21",9.313,"483,82","227,84",5.023,0,5.017,1,605,8
313835,Juiz de Fora,31367011,Companhia de Saneamento Municipal,CESAMA,Local,Empresa pública,Água e Esgoto,577.532,554.216,"48.331,65","47.921,96","409,69","47.816,38",546.750,"25.570,17","1.896,75",4.419,269,4.467,31,4.082,105
313840,Juramento,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.359,2.407,"126,44","126,44",0,"126,44",1.971,"55,11","55,11",3.420,0,3.421,4,139,0
313850,Juruaia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.795,5.053,"432,96","432,96",0,"432,96",,,,7.213,0,7.195,0,178,0
313860,Juvenília,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.706,3.690,"227,61","227,61",0,"227,61",332,"12,88","12,88",8.138,5,8.138,1,402,4
313862,Ladainha,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,18.272,5.247,"311,96","244,49","67,45",244,4.489,"181,13","181,13",4.632,66,4.776,25,1.031,0
